model,level,true_label,mean_prob_fake,std_prob_fake,mean_margin,std_margin,accuracy_overall,n
convnext,0,0,0.18331154378255207,0.2015742453556188,-2.299077555338542,1.864305163268048,0.6806666666666666,1500
convnext,0,1,0.4985635070800781,0.279087233038113,0.10681908162434896,1.6490068657386607,0.6806666666666666,1500
convnext,1,0,0.18763790496190388,0.2060597263487297,-2.267753987630208,1.8765137367750304,0.67,1500
convnext,1,1,0.4914387003580729,0.2810327898781528,0.07753744506835937,1.6730237111242188,0.67,1500
convnext,2,0,0.22968054580688477,0.24017215484017812,-1.9370917053222656,1.9261656602876989,0.6466666666666666,1500
convnext,2,1,0.5048502705891927,0.2855601729268059,0.1855492146809896,1.7553019844282851,0.6466666666666666,1500
convnext,3,0,0.2836523345311483,0.262058604570349,-1.4622884826660156,1.8566335492112391,0.6623333333333333,1500
convnext,3,1,0.5619638468424479,0.28290589743931743,0.5392461344401042,1.8180231067531416,0.6623333333333333,1500
convnext,4,0,0.4580389041900635,0.30453974821262303,-0.32118397013346356,1.8854744555455671,0.658,1500
convnext,4,1,0.7201762288411458,0.24250533395280252,1.544161356608073,1.8585254784222125,0.658,1500
convnext,5,0,0.5500850741068523,0.3161736055726753,0.26730112711588544,1.9750394040120465,0.6353333333333333,1500
convnext,5,1,0.7621498616536458,0.22875793328181832,1.837466552734375,1.8260667925705254,0.6353333333333333,1500
convnext,6,0,0.5625489985148112,0.3093288253324661,0.35101399739583333,1.8919750230274717,0.6483333333333333,1500
convnext,6,1,0.7999364420572916,0.20173861034161827,2.0416351216634117,1.679281483002616,0.6483333333333333,1500
convnext,7,0,0.6270658671061198,0.2894758746737496,0.7563528747558593,1.7767313721453617,0.6383333333333333,1500
convnext,7,1,0.8472350667317708,0.1688425982342577,2.4166346130371092,1.6096913595616842,0.6383333333333333,1500
convnext,8,0,0.7185024503072103,0.2581923415753391,1.3563168538411459,1.6874846085532067,0.593,1500
convnext,8,1,0.8939418131510417,0.1338301301086053,2.927374471028646,1.5863778853844832,0.593,1500
convnext,9,0,0.8125506591796875,0.20929414159664878,2.070729309082031,1.601360457761816,0.5483333333333333,1500
convnext,9,1,0.9342194010416667,0.09651107297407577,3.549642822265625,1.5680325736820149,0.5483333333333333,1500
convnext,10,0,0.885418467203776,0.15636848195070893,2.7968546549479165,1.5298274458087378,0.521,1500
convnext,10,1,0.9638572591145833,0.06050630437280718,4.263576700846354,1.5533872282455605,0.521,1500
vit,0,0,0.03341803316275279,0.09076477012872865,-5.498870839436849,2.4475300981520847,0.556,1500
vit,0,1,0.1633688858350118,0.2712750982170103,-3.0835266825358074,2.8008096520254244,0.556,1500
vit,1,0,0.032929109811782833,0.0897945066228855,-5.505395324707031,2.4391697598151243,0.5563333333333333,1500
vit,1,1,0.1645881282488505,0.27154661090925186,-3.056800862630208,2.7926539195912965,0.5563333333333333,1500
vit,2,0,0.03158129568894704,0.08655397628342427,-5.5307939453125,2.4268804238478765,0.559,1500
vit,2,1,0.1670971385637919,0.2719108506717091,-2.9883453165690104,2.7588783336513014,0.559,1500
vit,3,0,0.03373924481868744,0.08904943899627306,-5.367486775716146,2.387424536522655,0.5616666666666666,1500
vit,3,1,0.1808551319440206,0.27682154123402153,-2.7504148763020835,2.7004082963577583,0.5616666666666666,1500
vit,4,0,0.15975859212875365,0.2281443701713453,-3.0258551330566408,2.4888287331148797,0.6573333333333333,1500
vit,4,1,0.4512056687672933,0.32854228046201,-0.27559823608398437,2.33777580577387,0.6573333333333333,1500
vit,5,0,0.1361200394630432,0.20086041118698747,-3.1991383565266927,2.3467846764518296,0.599,1500
vit,5,1,0.3199475752512614,0.3254248002620856,-1.2663682352701824,2.5765643002899736,0.599,1500
vit,6,0,0.1327394313812256,0.2010790726897349,-3.213870829264323,2.313826110829575,0.5676666666666667,1500
vit,6,1,0.27346591250101726,0.29943905248927444,-1.5987755126953125,2.2810658748780543,0.5676666666666667,1500
vit,7,0,0.16635316546758017,0.23012585170325722,-2.829716552734375,2.3441495248496755,0.5883333333333334,1500
vit,7,1,0.3377749366760254,0.3156872967537642,-1.045889170328776,2.295643049072213,0.5883333333333334,1500
vit,8,0,0.2352718874613444,0.2764093614752844,-2.1553126831054685,2.4026686221916327,0.6093333333333333,1500
vit,8,1,0.4400616162618001,0.33009428633670324,-0.300540537516276,2.3114369435027307,0.6093333333333333,1500
vit,9,0,0.34077497355143227,0.31909514986944887,-1.2585296223958333,2.4426887151322867,0.6213333333333333,1500
vit,9,1,0.560753579457601,0.3246937429130555,0.5539309895833333,2.29891319856352,0.6213333333333333,1500
vit,10,0,0.4761828460693359,0.3413714052641557,-0.21700083414713542,2.4557364917842897,0.6356666666666667,1500
vit,10,1,0.6933406219482422,0.2893702339269932,1.511132100423177,2.2870084525496464,0.6356666666666667,1500
